HMDBP,Metabolite,direction,status
HMDBP00355,HMDB0128674,Reactand,Predicted
HMDBP00355,HMDB0128713,Product,Predicted
HMDBP00483,HMDB0128675,Reactand,Predicted
HMDBP00483,HMDB0128714,Product,Predicted
HMDBP00834,HMDB0128675,Reactand,Predicted
HMDBP00834,HMDB0128715,Product,Predicted
HMDBP00834,HMDB0128716,Product,Predicted
HMDBP00355,HMDB0128675,Reactand,Predicted
HMDBP00355,HMDB0128717,Product,Predicted
HMDBP00483,HMDB0128677,Reactand,Predicted
HMDBP00483,HMDB0128718,Product,Predicted
HMDBP00483,HMDB0128719,Product,Predicted
HMDBP00355,HMDB0128677,Reactand,Predicted
HMDBP00355,HMDB0128720,Product,Predicted
HMDBP00272,HMDB0128677,Reactand,Predicted
HMDBP00272,HMDB0128721,Product,Predicted
HMDBP00483,HMDB0128678,Reactand,Predicted
HMDBP00483,HMDB0128722,Product,Predicted
HMDBP00834,HMDB0128678,Reactand,Predicted
HMDBP00834,HMDB0128723,Product,Predicted
HMDBP00834,HMDB0128724,Product,Predicted
HMDBP00483,HMDB0128679,Reactand,Predicted
HMDBP00483,HMDB0128725,Product,Predicted
HMDBP00483,HMDB0128726,Product,Predicted
HMDBP00483,HMDB0128680,Reactand,Predicted
HMDBP00483,HMDB0128727,Product,Predicted
HMDBP00483,HMDB0128728,Product,Predicted
HMDBP00483,HMDB0128681,Reactand,Predicted
HMDBP00483,HMDB0128729,Product,Predicted
HMDBP00483,HMDB0128682,Reactand,Predicted
HMDBP00483,HMDB0128730,Product,Predicted
HMDBP00483,HMDB0128731,Product,Predicted
HMDBP07349,HMDB0128683,Reactand,Predicted
HMDBP07349,HMDB0128732,Product,Predicted
HMDBP00483,HMDB0128683,Reactand,Predicted
HMDBP00483,HMDB0128733,Product,Predicted
HMDBP00483,HMDB0128734,Product,Predicted
HMDBP00483,HMDB0128684,Reactand,Predicted
HMDBP00483,HMDB0128735,Product,Predicted
HMDBP00483,HMDB0128736,Product,Predicted
HMDBP07349,HMDB0128685,Reactand,Predicted
HMDBP07349,HMDB0128737,Product,Predicted
HMDBP00483,HMDB0128685,Reactand,Predicted
HMDBP00483,HMDB0128738,Product,Predicted
HMDBP00483,HMDB0128739,Product,Predicted
HMDBP00483,HMDB0030584,Reactand,Predicted
HMDBP00483,HMDB0128741,Product,Predicted
HMDBP00483,HMDB0128742,Product,Predicted
HMDBP00483,HMDB0128743,Product,Predicted
HMDBP12057,HMDB0030584,Reactand,Predicted
HMDBP12057,HMDB0128744,Product,Predicted
HMDBP00355,HMDB0030584,Reactand,Predicted
HMDBP00355,HMDB0128745,Product,Predicted
HMDBP00483,HMDB0128740,Reactand,Predicted
HMDBP00483,HMDB0128746,Product,Predicted
HMDBP00483,HMDB0128747,Product,Predicted
HMDBP00355,HMDB0128740,Reactand,Predicted
HMDBP00355,HMDB0128748,Product,Predicted
HMDBP00483,HMDB0126496,Reactand,Predicted
HMDBP00483,HMDB0128769,Product,Predicted
HMDBP00483,HMDB0128770,Product,Predicted
HMDBP00483,HMDB0128771,Product,Predicted
HMDBP00483,HMDB0128772,Product,Predicted
HMDBP00483,HMDB0128773,Product,Predicted
HMDBP00483,HMDB0030802,Reactand,Predicted
HMDBP00483,HMDB0128774,Product,Predicted
HMDBP00483,HMDB0128775,Product,Predicted
HMDBP00483,HMDB0128776,Product,Predicted
HMDBP00483,HMDB0128777,Product,Predicted
HMDBP00483,HMDB0128778,Product,Predicted
HMDBP12057,HMDB0030802,Reactand,Predicted
HMDBP12057,HMDB0128779,Product,Predicted
HMDBP00272,HMDB0030802,Reactand,Predicted
HMDBP00272,HMDB0030587,Product,Predicted
HMDBP00483,HMDB0128750,Reactand,Predicted
HMDBP00483,HMDB0128780,Product,Predicted
HMDBP00483,HMDB0128781,Product,Predicted
HMDBP00483,HMDB0128782,Product,Predicted
HMDBP00483,HMDB0128753,Reactand,Predicted
HMDBP00483,HMDB0128783,Product,Predicted
HMDBP00483,HMDB0128784,Product,Predicted
HMDBP00483,HMDB0128785,Product,Predicted
HMDBP00483,HMDB0128786,Product,Predicted
HMDBP12057,HMDB0128753,Reactand,Predicted
HMDBP12057,HMDB0128787,Product,Predicted
HMDBP00483,HMDB0128755,Reactand,Predicted
HMDBP00483,HMDB0128788,Product,Predicted
HMDBP00483,HMDB0128789,Product,Predicted
HMDBP00483,HMDB0128790,Product,Predicted
HMDBP00483,HMDB0126502,Reactand,Predicted
HMDBP00483,HMDB0128791,Product,Predicted
HMDBP00483,HMDB0128792,Product,Predicted
HMDBP00483,HMDB0128793,Product,Predicted
HMDBP00483,HMDB0128794,Product,Predicted
HMDBP12057,HMDB0126502,Reactand,Predicted
HMDBP12057,HMDB0128795,Product,Predicted
HMDBP00355,HMDB0126502,Reactand,Predicted
HMDBP00355,HMDB0128796,Product,Predicted
HMDBP00483,HMDB0126503,Reactand,Predicted
HMDBP00483,HMDB0128797,Product,Predicted
HMDBP00483,HMDB0128798,Product,Predicted
HMDBP00483,HMDB0128799,Product,Predicted
HMDBP00483,HMDB0128800,Product,Predicted
HMDBP00483,HMDB0126504,Reactand,Predicted
HMDBP00483,HMDB0128801,Product,Predicted
HMDBP00483,HMDB0128802,Product,Predicted
HMDBP00483,HMDB0128803,Product,Predicted
HMDBP00483,HMDB0128804,Product,Predicted
HMDBP00483,HMDB0128805,Product,Predicted
HMDBP12057,HMDB0126504,Reactand,Predicted
HMDBP12057,HMDB0128806,Product,Predicted
HMDBP00483,HMDB0126505,Reactand,Predicted
HMDBP00483,HMDB0128807,Product,Predicted
HMDBP00483,HMDB0128808,Product,Predicted
HMDBP00483,HMDB0128809,Product,Predicted
HMDBP00355,HMDB0126505,Reactand,Predicted
HMDBP00355,HMDB0128810,Product,Predicted
HMDBP00483,HMDB0126506,Reactand,Predicted
HMDBP00483,HMDB0128811,Product,Predicted
HMDBP00483,HMDB0128812,Product,Predicted
HMDBP00483,HMDB0128813,Product,Predicted
HMDBP00483,HMDB0128814,Product,Predicted
HMDBP00483,HMDB0128756,Reactand,Predicted
HMDBP00483,HMDB0128815,Product,Predicted
HMDBP00483,HMDB0128816,Product,Predicted
HMDBP00483,HMDB0128817,Product,Predicted
HMDBP00483,HMDB0128818,Product,Predicted
HMDBP12057,HMDB0128756,Reactand,Predicted
HMDBP12057,HMDB0128819,Product,Predicted
HMDBP00355,HMDB0128756,Reactand,Predicted
HMDBP00355,HMDB0128820,Product,Predicted
HMDBP00483,HMDB0128757,Reactand,Predicted
HMDBP00483,HMDB0128821,Product,Predicted
HMDBP00483,HMDB0128822,Product,Predicted
HMDBP00483,HMDB0128823,Product,Predicted
HMDBP00483,HMDB0128824,Product,Predicted
HMDBP12057,HMDB0128757,Reactand,Predicted
HMDBP12057,HMDB0128825,Product,Predicted
HMDBP00483,HMDB0128758,Reactand,Predicted
HMDBP00483,HMDB0128826,Product,Predicted
HMDBP00483,HMDB0128827,Product,Predicted
HMDBP00483,HMDB0128828,Product,Predicted
HMDBP00483,HMDB0128829,Product,Predicted
HMDBP00483,HMDB0128830,Product,Predicted
HMDBP12057,HMDB0128758,Reactand,Predicted
HMDBP12057,HMDB0128831,Product,Predicted
HMDBP00483,HMDB0128759,Reactand,Predicted
HMDBP00483,HMDB0128832,Product,Predicted
HMDBP00483,HMDB0128833,Product,Predicted
HMDBP00483,HMDB0128834,Product,Predicted
HMDBP12057,HMDB0128759,Reactand,Predicted
HMDBP12057,HMDB0128835,Product,Predicted
HMDBP00355,HMDB0128759,Reactand,Predicted
HMDBP00355,HMDB0128836,Product,Predicted
HMDBP00483,HMDB0128760,Reactand,Predicted
HMDBP00483,HMDB0128837,Product,Predicted
HMDBP00483,HMDB0128838,Product,Predicted
HMDBP00483,HMDB0128839,Product,Predicted
HMDBP00483,HMDB0128840,Product,Predicted
HMDBP12057,HMDB0128760,Reactand,Predicted
HMDBP12057,HMDB0128841,Product,Predicted
HMDBP00483,HMDB0128763,Reactand,Predicted
HMDBP00483,HMDB0128842,Product,Predicted
HMDBP00483,HMDB0128843,Product,Predicted
HMDBP00483,HMDB0128844,Product,Predicted
HMDBP00483,HMDB0128845,Product,Predicted
HMDBP00483,HMDB0128846,Product,Predicted
HMDBP12057,HMDB0128763,Reactand,Predicted
HMDBP12057,HMDB0128847,Product,Predicted
HMDBP00272,HMDB0128763,Reactand,Predicted
HMDBP00272,HMDB0128848,Product,Predicted
HMDBP00483,HMDB0128765,Reactand,Predicted
HMDBP00483,HMDB0128849,Product,Predicted
HMDBP00483,HMDB0128850,Product,Predicted
HMDBP00483,HMDB0128851,Product,Predicted
HMDBP00483,HMDB0128852,Product,Predicted
HMDBP00483,HMDB0128766,Reactand,Predicted
HMDBP00483,HMDB0128853,Product,Predicted
HMDBP00483,HMDB0128854,Product,Predicted
HMDBP00483,HMDB0128855,Product,Predicted
HMDBP00483,HMDB0128767,Reactand,Predicted
HMDBP00483,HMDB0128856,Product,Predicted
HMDBP00483,HMDB0128857,Product,Predicted
HMDBP00483,HMDB0128858,Product,Predicted
HMDBP00483,HMDB0128768,Reactand,Predicted
HMDBP00483,HMDB0128859,Product,Predicted
HMDBP00483,HMDB0128860,Product,Predicted
HMDBP00483,HMDB0128861,Product,Predicted
HMDBP00483,HMDB0030588,Reactand,Predicted
HMDBP00483,HMDB0128865,Product,Predicted
HMDBP00483,HMDB0128862,Reactand,Predicted
HMDBP00483,HMDB0128866,Product,Predicted
HMDBP00483,HMDB0128867,Product,Predicted
HMDBP00483,HMDB0128863,Reactand,Predicted
HMDBP00483,HMDB0128868,Product,Predicted
HMDBP00483,HMDB0128869,Product,Predicted
HMDBP00483,HMDB0033657,Reactand,Predicted
HMDBP00483,HMDB0128870,Product,Predicted
HMDBP00483,HMDB0128871,Product,Predicted
HMDBP00483,HMDB0128864,Reactand,Predicted
HMDBP00483,HMDB0128872,Product,Predicted
HMDBP00483,HMDB0128873,Reactand,Predicted
HMDBP00483,HMDB0128877,Product,Predicted
HMDBP00483,HMDB0128874,Reactand,Predicted
HMDBP00483,HMDB0128878,Product,Predicted
HMDBP00483,HMDB0128875,Reactand,Predicted
HMDBP00483,HMDB0128879,Product,Predicted
HMDBP00834,HMDB0128876,Reactand,Predicted
HMDBP00834,HMDB0128880,Product,Predicted
HMDBP00483,HMDB0030590,Reactand,Predicted
HMDBP00483,HMDB0128883,Product,Predicted
HMDBP00483,HMDB0128881,Reactand,Predicted
HMDBP00483,HMDB0128884,Product,Predicted
HMDBP00483,HMDB0128885,Product,Predicted
HMDBP00483,HMDB0128882,Reactand,Predicted
HMDBP00483,HMDB0128886,Product,Predicted
HMDBP00483,HMDB0128887,Product,Predicted
HMDBP00483,HMDB0033658,Reactand,Predicted
HMDBP00483,HMDB0128888,Product,Predicted
HMDBP00483,HMDB0128889,Product,Predicted
HMDBP00483,HMDB0128890,Reactand,Predicted
HMDBP00483,HMDB0128894,Product,Predicted
HMDBP00483,HMDB0128891,Reactand,Predicted
HMDBP00483,HMDB0128895,Product,Predicted
HMDBP00483,HMDB0128892,Reactand,Predicted
HMDBP00483,HMDB0128896,Product,Predicted
HMDBP00483,HMDB0128893,Reactand,Predicted
HMDBP00483,HMDB0128897,Product,Predicted
HMDBP00355,HMDB0128893,Reactand,Predicted
HMDBP00355,HMDB0128898,Product,Predicted
HMDBP00483,HMDB0030592,Reactand,Predicted
HMDBP00483,HMDB0128903,Product,Predicted
HMDBP00483,HMDB0128899,Reactand,Predicted
HMDBP00483,HMDB0128904,Product,Predicted
HMDBP00483,HMDB0128905,Product,Predicted
HMDBP00483,HMDB0128900,Reactand,Predicted
HMDBP00483,HMDB0128906,Product,Predicted
HMDBP00483,HMDB0128907,Product,Predicted
HMDBP00483,HMDB0128901,Reactand,Predicted
HMDBP00483,HMDB0128908,Product,Predicted
HMDBP00483,HMDB0128909,Product,Predicted
HMDBP00483,HMDB0128902,Reactand,Predicted
HMDBP00483,HMDB0128910,Product,Predicted
HMDBP00483,HMDB0128911,Product,Predicted
HMDBP00497,HMDB0030593,Reactand,Predicted
HMDBP00497,HMDB0128912,Product,Predicted
HMDBP00497,HMDB0000509,Product,Predicted
HMDBP00497,HMDB0128913,Product,Predicted
HMDBP00483,HMDB0128912,Reactand,Predicted
HMDBP00483,HMDB0128919,Product,Predicted
HMDBP00483,HMDB0000509,Reactand,Predicted
HMDBP00483,HMDB0128920,Product,Predicted
HMDBP00483,HMDB0128913,Reactand,Predicted
HMDBP00483,HMDB0128921,Product,Predicted
HMDBP00355,HMDB0128913,Reactand,Predicted
HMDBP00355,HMDB0128922,Product,Predicted
HMDBP00483,HMDB0128914,Reactand,Predicted
HMDBP00483,HMDB0128923,Product,Predicted
HMDBP00355,HMDB0128914,Reactand,Predicted
HMDBP00355,HMDB0128924,Product,Predicted
HMDBP00483,HMDB0128915,Reactand,Predicted
HMDBP00483,HMDB0128925,Product,Predicted
HMDBP00483,HMDB0128926,Product,Predicted
HMDBP00355,HMDB0128915,Reactand,Predicted
HMDBP00355,HMDB0128927,Product,Predicted
HMDBP00483,HMDB0128916,Reactand,Predicted
HMDBP00483,HMDB0128928,Product,Predicted
HMDBP00483,HMDB0128929,Product,Predicted
HMDBP00355,HMDB0128916,Reactand,Predicted
HMDBP00355,HMDB0128930,Product,Predicted
HMDBP00483,HMDB0128917,Reactand,Predicted
HMDBP00483,HMDB0128931,Product,Predicted
HMDBP00834,HMDB0128917,Reactand,Predicted
HMDBP00834,HMDB0128932,Product,Predicted
HMDBP00483,HMDB0128918,Reactand,Predicted
HMDBP00483,HMDB0128933,Product,Predicted
HMDBP00483,HMDB0128934,Product,Predicted
HMDBP00355,HMDB0128918,Reactand,Predicted
HMDBP00355,HMDB0128935,Product,Predicted
HMDBP00355,HMDB0128936,Product,Predicted
HMDBP00497,HMDB0128912,Reactand,Predicted
HMDBP00497,HMDB0128944,Product,Predicted
HMDBP00497,HMDB0128938,Reactand,Predicted
HMDBP00497,HMDB0128945,Product,Predicted
HMDBP00497,HMDB0128939,Reactand,Predicted
HMDBP00497,HMDB0128946,Product,Predicted
HMDBP00497,HMDB0128915,Reactand,Predicted
HMDBP00497,HMDB0128947,Product,Predicted
HMDBP00497,HMDB0128940,Reactand,Predicted
HMDBP00497,HMDB0126377,Product,Predicted
HMDBP00497,HMDB0128948,Product,Predicted
HMDBP00497,HMDB0128942,Reactand,Predicted
HMDBP00497,HMDB0128949,Product,Predicted
HMDBP00483,HMDB0128952,Reactand,Predicted
HMDBP00483,HMDB0128966,Product,Predicted
HMDBP00834,HMDB0128953,Reactand,Predicted
HMDBP00834,HMDB0128967,Product,Predicted
HMDBP00834,HMDB0128968,Product,Predicted
HMDBP00483,HMDB0128954,Reactand,Predicted
HMDBP00483,HMDB0128969,Product,Predicted
HMDBP00483,HMDB0128955,Reactand,Predicted
HMDBP00483,HMDB0128970,Product,Predicted
HMDBP00483,HMDB0128956,Reactand,Predicted
HMDBP00483,HMDB0128971,Product,Predicted
HMDBP00355,HMDB0128956,Reactand,Predicted
HMDBP00355,HMDB0128972,Product,Predicted
HMDBP00483,HMDB0128957,Reactand,Predicted
HMDBP00483,HMDB0128973,Product,Predicted
HMDBP00355,HMDB0128957,Reactand,Predicted
HMDBP00355,HMDB0128974,Product,Predicted
HMDBP00483,HMDB0128958,Reactand,Predicted
HMDBP00483,HMDB0128975,Product,Predicted
HMDBP00355,HMDB0128958,Reactand,Predicted
HMDBP00355,HMDB0128976,Product,Predicted
HMDBP00483,HMDB0128959,Reactand,Predicted
HMDBP00483,HMDB0128977,Product,Predicted
HMDBP00483,HMDB0128960,Reactand,Predicted
HMDBP00483,HMDB0128978,Product,Predicted
HMDBP00483,HMDB0128961,Reactand,Predicted
HMDBP00483,HMDB0128979,Product,Predicted
HMDBP00483,HMDB0128962,Reactand,Predicted
HMDBP00483,HMDB0128980,Product,Predicted
HMDBP00355,HMDB0128962,Reactand,Predicted
HMDBP00355,HMDB0128981,Product,Predicted
HMDBP00483,HMDB0128963,Reactand,Predicted
HMDBP00483,HMDB0128982,Product,Predicted
HMDBP00355,HMDB0128963,Reactand,Predicted
HMDBP00355,HMDB0128983,Product,Predicted
HMDBP00483,HMDB0128964,Reactand,Predicted
HMDBP00483,HMDB0128984,Product,Predicted
HMDBP00355,HMDB0128964,Reactand,Predicted
HMDBP00355,HMDB0128985,Product,Predicted
HMDBP00483,HMDB0128986,Reactand,Predicted
HMDBP00483,HMDB0128997,Product,Predicted
HMDBP00483,HMDB0128998,Product,Predicted
HMDBP12057,HMDB0128986,Reactand,Predicted
HMDBP12057,HMDB0128999,Product,Predicted
HMDBP00483,HMDB0128987,Reactand,Predicted
HMDBP00483,HMDB0129000,Product,Predicted
HMDBP00483,HMDB0129001,Product,Predicted
HMDBP00483,HMDB0129002,Product,Predicted
HMDBP00483,HMDB0129003,Product,Predicted
HMDBP12057,HMDB0128987,Reactand,Predicted
HMDBP12057,HMDB0129004,Product,Predicted
HMDBP00272,HMDB0128987,Reactand,Predicted
HMDBP00272,HMDB0129005,Product,Predicted
HMDBP00483,HMDB0128988,Reactand,Predicted
HMDBP00483,HMDB0129006,Product,Predicted
HMDBP00483,HMDB0129007,Product,Predicted
HMDBP00483,HMDB0129008,Product,Predicted
HMDBP00483,HMDB0128989,Reactand,Predicted
HMDBP00483,HMDB0129009,Product,Predicted
HMDBP00483,HMDB0129010,Product,Predicted
HMDBP00483,HMDB0129011,Product,Predicted
HMDBP12057,HMDB0128989,Reactand,Predicted
HMDBP12057,HMDB0129012,Product,Predicted
HMDBP00272,HMDB0128989,Reactand,Predicted
HMDBP00272,HMDB0129013,Product,Predicted
HMDBP00483,HMDB0128990,Reactand,Predicted
HMDBP00483,HMDB0129014,Product,Predicted
HMDBP00483,HMDB0129015,Product,Predicted
HMDBP00834,HMDB0128990,Reactand,Predicted
HMDBP00834,HMDB0129016,Product,Predicted
HMDBP00834,HMDB0129017,Product,Predicted
HMDBP12057,HMDB0128990,Reactand,Predicted
HMDBP12057,HMDB0129018,Product,Predicted
HMDBP00483,HMDB0128991,Reactand,Predicted
HMDBP00483,HMDB0129019,Product,Predicted
HMDBP00483,HMDB0129020,Product,Predicted
HMDBP00834,HMDB0128991,Reactand,Predicted
HMDBP00834,HMDB0129021,Product,Predicted
HMDBP00834,HMDB0129022,Product,Predicted
HMDBP12057,HMDB0128991,Reactand,Predicted
HMDBP12057,HMDB0129023,Product,Predicted
HMDBP00483,HMDB0128992,Reactand,Predicted
HMDBP00483,HMDB0129024,Product,Predicted
HMDBP00483,HMDB0129025,Product,Predicted
HMDBP12057,HMDB0128992,Reactand,Predicted
HMDBP12057,HMDB0129026,Product,Predicted
HMDBP00355,HMDB0128992,Reactand,Predicted
HMDBP00355,HMDB0129027,Product,Predicted
HMDBP00483,HMDB0128993,Reactand,Predicted
HMDBP00483,HMDB0129028,Product,Predicted
HMDBP00483,HMDB0129029,Product,Predicted
HMDBP12057,HMDB0128993,Reactand,Predicted
HMDBP12057,HMDB0129030,Product,Predicted
HMDBP00483,HMDB0129031,Reactand,Predicted
HMDBP00483,HMDB0129040,Product,Predicted
HMDBP00483,HMDB0129041,Product,Predicted
HMDBP00483,HMDB0129042,Product,Predicted
HMDBP12057,HMDB0129031,Reactand,Predicted
HMDBP12057,HMDB0129043,Product,Predicted
HMDBP00272,HMDB0129031,Reactand,Predicted
HMDBP00272,HMDB0129044,Product,Predicted
HMDBP00483,HMDB0129032,Reactand,Predicted
HMDBP00483,HMDB0129045,Product,Predicted
HMDBP00483,HMDB0129046,Product,Predicted
HMDBP00483,HMDB0129047,Product,Predicted
HMDBP00483,HMDB0129048,Product,Predicted
HMDBP00483,HMDB0129049,Product,Predicted
HMDBP12057,HMDB0129032,Reactand,Predicted
HMDBP12057,HMDB0129050,Product,Predicted
HMDBP00272,HMDB0129032,Reactand,Predicted
HMDBP00272,HMDB0129051,Product,Predicted
HMDBP00483,HMDB0129033,Reactand,Predicted
HMDBP00483,HMDB0129052,Product,Predicted
HMDBP00483,HMDB0129053,Product,Predicted
HMDBP00483,HMDB0129054,Product,Predicted
HMDBP00483,HMDB0129055,Product,Predicted
HMDBP00272,HMDB0129033,Reactand,Predicted
HMDBP00272,HMDB0129056,Product,Predicted
HMDBP00483,HMDB0129034,Reactand,Predicted
HMDBP00483,HMDB0129057,Product,Predicted
HMDBP00483,HMDB0129058,Product,Predicted
HMDBP00483,HMDB0129059,Product,Predicted
HMDBP12057,HMDB0129034,Reactand,Predicted
HMDBP12057,HMDB0129060,Product,Predicted
HMDBP00483,HMDB0129035,Reactand,Predicted
HMDBP00483,HMDB0129061,Product,Predicted
HMDBP00483,HMDB0129062,Product,Predicted
HMDBP00483,HMDB0129063,Product,Predicted
HMDBP00483,HMDB0129064,Product,Predicted
HMDBP12057,HMDB0129035,Reactand,Predicted
HMDBP12057,HMDB0129065,Product,Predicted
HMDBP00483,HMDB0129036,Reactand,Predicted
HMDBP00483,HMDB0129066,Product,Predicted
HMDBP00483,HMDB0129067,Product,Predicted
HMDBP00483,HMDB0129068,Product,Predicted
HMDBP00834,HMDB0129036,Reactand,Predicted
HMDBP00834,HMDB0129069,Product,Predicted
HMDBP00834,HMDB0129070,Product,Predicted
HMDBP12057,HMDB0129036,Reactand,Predicted
HMDBP12057,HMDB0129071,Product,Predicted
HMDBP00272,HMDB0129036,Reactand,Predicted
HMDBP00272,HMDB0129072,Product,Predicted
HMDBP00483,HMDB0129037,Reactand,Predicted
HMDBP00483,HMDB0129073,Product,Predicted
HMDBP00483,HMDB0129074,Product,Predicted
HMDBP00483,HMDB0129075,Product,Predicted
HMDBP00834,HMDB0129037,Reactand,Predicted
HMDBP00834,HMDB0129076,Product,Predicted
HMDBP00834,HMDB0129077,Product,Predicted
HMDBP12057,HMDB0129037,Reactand,Predicted
HMDBP12057,HMDB0129078,Product,Predicted
HMDBP00272,HMDB0129037,Reactand,Predicted
HMDBP00272,HMDB0129079,Product,Predicted
HMDBP00483,HMDB0129038,Reactand,Predicted
HMDBP00483,HMDB0129080,Product,Predicted
HMDBP00483,HMDB0129081,Product,Predicted
HMDBP00483,HMDB0129082,Product,Predicted
HMDBP12057,HMDB0129038,Reactand,Predicted
HMDBP12057,HMDB0129083,Product,Predicted
HMDBP00355,HMDB0129038,Reactand,Predicted
HMDBP00355,HMDB0129084,Product,Predicted
HMDBP00272,HMDB0129038,Reactand,Predicted
HMDBP00272,HMDB0129085,Product,Predicted
HMDBP00483,HMDB0129039,Reactand,Predicted
HMDBP00483,HMDB0129086,Product,Predicted
HMDBP00483,HMDB0129087,Product,Predicted
HMDBP00483,HMDB0129088,Product,Predicted
HMDBP12057,HMDB0129039,Reactand,Predicted
HMDBP12057,HMDB0129089,Product,Predicted
HMDBP00272,HMDB0129039,Reactand,Predicted
HMDBP00272,HMDB0129090,Product,Predicted
HMDBP00483,HMDB0129091,Reactand,Predicted
HMDBP00483,HMDB0129100,Product,Predicted
HMDBP00834,HMDB0129091,Reactand,Predicted
HMDBP00834,HMDB0129101,Product,Predicted
HMDBP00483,HMDB0000042,Reactand,Predicted
HMDBP00483,HMDB0124934,Product,Predicted
HMDBP00483,HMDB0001470,Reactand,Predicted
HMDBP00483,HMDB0129102,Product,Predicted
HMDBP00483,HMDB0129092,Reactand,Predicted
HMDBP00483,HMDB0129103,Product,Predicted
HMDBP00355,HMDB0129092,Reactand,Predicted
HMDBP00355,HMDB0129104,Product,Predicted
HMDBP00483,HMDB0129093,Reactand,Predicted
HMDBP00483,HMDB0129105,Product,Predicted
HMDBP00834,HMDB0129093,Reactand,Predicted
HMDBP00834,HMDB0129106,Product,Predicted
HMDBP00355,HMDB0129093,Reactand,Predicted
HMDBP00355,HMDB0129107,Product,Predicted
HMDBP00483,HMDB0129094,Reactand,Predicted
HMDBP00483,HMDB0129108,Product,Predicted
HMDBP00834,HMDB0129094,Reactand,Predicted
HMDBP00834,HMDB0129109,Product,Predicted
HMDBP00355,HMDB0129094,Reactand,Predicted
HMDBP00355,HMDB0129110,Product,Predicted
HMDBP00483,HMDB0129095,Reactand,Predicted
HMDBP00483,HMDB0129111,Product,Predicted
HMDBP00483,HMDB0129112,Product,Predicted
HMDBP00834,HMDB0129095,Reactand,Predicted
HMDBP00834,HMDB0129113,Product,Predicted
HMDBP00355,HMDB0129095,Reactand,Predicted
HMDBP00355,HMDB0129114,Product,Predicted
HMDBP00483,HMDB0000115,Reactand,Predicted
HMDBP00483,HMDB0124938,Product,Predicted
HMDBP00483,HMDB0124939,Product,Predicted
HMDBP00355,HMDB0000115,Reactand,Predicted
HMDBP00355,HMDB0124940,Product,Predicted
HMDBP00483,HMDB0129096,Reactand,Predicted
HMDBP00483,HMDB0129115,Product,Predicted
HMDBP00483,HMDB0129116,Product,Predicted
HMDBP00355,HMDB0129096,Reactand,Predicted
HMDBP00355,HMDB0129117,Product,Predicted
HMDBP00483,HMDB0129097,Reactand,Predicted
HMDBP00483,HMDB0129118,Product,Predicted
HMDBP00483,HMDB0129119,Product,Predicted
HMDBP00355,HMDB0129097,Reactand,Predicted
HMDBP00355,HMDB0129120,Product,Predicted
HMDBP00483,HMDB0129098,Reactand,Predicted
HMDBP00483,HMDB0129121,Product,Predicted
HMDBP00834,HMDB0129098,Reactand,Predicted
HMDBP00834,HMDB0129122,Product,Predicted
HMDBP00483,HMDB0031746,Reactand,Predicted
HMDBP00483,HMDB0129123,Product,Predicted
HMDBP00483,HMDB0129124,Product,Predicted
HMDBP00483,HMDB0129125,Product,Predicted
HMDBP00483,HMDB0129126,Product,Predicted
HMDBP00483,HMDB0129127,Product,Predicted
HMDBP00483,HMDB0129128,Product,Predicted
HMDBP00483,HMDB0129129,Product,Predicted
HMDBP00483,HMDB0129130,Product,Predicted
HMDBP00483,HMDB0129131,Product,Predicted
HMDBP00355,HMDB0031746,Reactand,Predicted
HMDBP00355,HMDB0129132,Product,Predicted
HMDBP00355,HMDB0129133,Product,Predicted
HMDBP00355,HMDB0129134,Product,Predicted
HMDBP07349,HMDB0126632,Reactand,Predicted
HMDBP07349,HMDB0126660,Product,Predicted
HMDBP00483,HMDB0126632,Reactand,Predicted
HMDBP00483,HMDB0126663,Product,Predicted
HMDBP00483,HMDB0126662,Product,Predicted
HMDBP00483,HMDB0126661,Product,Predicted
HMDBP00483,HMDB0126664,Product,Predicted
HMDBP07349,HMDB0126633,Reactand,Predicted
HMDBP07349,HMDB0126665,Product,Predicted
HMDBP00483,HMDB0126633,Reactand,Predicted
HMDBP00483,HMDB0126668,Product,Predicted
HMDBP00483,HMDB0126667,Product,Predicted
HMDBP00483,HMDB0126666,Product,Predicted
HMDBP00483,HMDB0126670,Product,Predicted
HMDBP00483,HMDB0126669,Product,Predicted
HMDBP00483,HMDB0126671,Product,Predicted
HMDBP00483,HMDB0030603,Reactand,Predicted
HMDBP00483,HMDB0129136,Product,Predicted
HMDBP00483,HMDB0129137,Product,Predicted
HMDBP12057,HMDB0030603,Reactand,Predicted
HMDBP12057,HMDB0129138,Product,Predicted
HMDBP00483,HMDB0129135,Reactand,Predicted
HMDBP00483,HMDB0129139,Product,Predicted
HMDBP00483,HMDB0129140,Product,Predicted
HMDBP00483,HMDB0129141,Product,Predicted
HMDBP00483,HMDB0129142,Product,Predicted
HMDBP00483,HMDB0129143,Product,Predicted
HMDBP00483,HMDB0129144,Product,Predicted
HMDBP00483,HMDB0129145,Product,Predicted
HMDBP12057,HMDB0129135,Reactand,Predicted
HMDBP12057,HMDB0129146,Product,Predicted
HMDBP00272,HMDB0129135,Reactand,Predicted
HMDBP00272,HMDB0129147,Product,Predicted
HMDBP00483,HMDB0030609,Reactand,Predicted
HMDBP00483,HMDB0129203,Product,Predicted
HMDBP00483,HMDB0129204,Product,Predicted
HMDBP00483,HMDB0129205,Product,Predicted
